Year,Name,Event Type,PDF Link,NIPS Link,Abstract,Bibtex Link,Authors
2017,Concentration of Multilinear Functions of the Ising Model with Applications to Network Data,Poster,https://papers.nips.cc/paper/6607-concentration-of-multilinear-functions-of-the-ising-model-with-applications-to-network-data.pdf,https://papers.nips.cc/paper/6607-concentration-of-multilinear-functions-of-the-ising-model-with-applications-to-network-data,We prove near-tight concentration of measure for polynomial functions of the Ising model; under high temperature; improving the radius of concentration guaranteed by known results by polynomial factors in the dimension (i.e.~the number of nodes in the Ising model). We show that our results are optimal up to logarithmic factors in the dimension. We obtain our results by extending and strengthening the exchangeable-pairs approach used to prove concentration of measure in this setting by Chatterjee. We demonstrate the efficacy of such functions as statistics for testing the strength  of interactions in social networks in both synthetic and real world data.,https://papers.nips.cc/paper/6607-concentration-of-multilinear-functions-of-the-ising-model-with-applications-to-network-data/bibtex,Constantinos Daskalakis; Nishanth Dikkala; Gautam Kamath
2017,Attentional Pooling for Action Recognition,Poster,https://papers.nips.cc/paper/6609-attentional-pooling-for-action-recognition.pdf,https://papers.nips.cc/paper/6609-attentional-pooling-for-action-recognition,We introduce a simple yet surprisingly powerful model to incorporate attention in action recognition and human object interaction tasks. Our proposed attention module can be trained with or without extra supervision; and gives a sizable boost in accuracy while keeping the network size and computational cost nearly the same. It leads to significant improvements over state of the art base architecture on three standard action recognition benchmarks across still images and videos; and establishes new state of the art on MPII dataset with 12.5% relative improvement. We also perform an extensive analysis of our attention module both empirically and analytically. In terms of the latter; we introduce a novel derivation of bottom-up and top-down attention as low-rank approximations of bilinear pooling methods (typically used for fine-grained classification). From this perspective; our attention formulation suggests a novel characterization of action recognition as a fine-grained recognition problem.,https://papers.nips.cc/paper/6609-attentional-pooling-for-action-recognition/bibtex,Rohit Girdhar; Deva Ramanan
2017,Cortical microcircuits as gated-recurrent neural networks,Poster,https://papers.nips.cc/paper/6631-cortical-microcircuits-as-gated-recurrent-neural-networks.pdf,https://papers.nips.cc/paper/6631-cortical-microcircuits-as-gated-recurrent-neural-networks,Cortical circuits exhibit intricate recurrent architectures that are remarkably similar across different brain areas. Such stereotyped structure suggests the existence of common computational principles. However; such principles have remained largely elusive. Inspired by gated-memory networks; namely long short-term memory networks (LSTMs); we introduce a recurrent neural network in which information is gated through inhibitory cells that are subtractive (subLSTM).  We propose a natural mapping of subLSTMs onto known canonical excitatory-inhibitory cortical microcircuits.   Our empirical evaluation across sequential image classification and language modelling tasks shows that subLSTM units can achieve similar performance to LSTM units. These results suggest that cortical circuits can be optimised to solve complex contextual problems and proposes a novel view on their computational function. Overall our work provides a step towards unifying recurrent networks as used in machine learning with their biological counterparts.,https://papers.nips.cc/paper/6631-cortical-microcircuits-as-gated-recurrent-neural-networks/bibtex,Rui Costa; Ioannis Alexandros Assael; Brendan Shillingford; Nando de Freitas; TIm Vogels
2017,A Linear-Time Kernel Goodness-of-Fit Test,Oral,https://papers.nips.cc/paper/6630-a-linear-time-kernel-goodness-of-fit-test.pdf,https://papers.nips.cc/paper/6630-a-linear-time-kernel-goodness-of-fit-test,We propose a novel adaptive test of goodness-of-fit; with computational cost linear in the number of samples. We learn the test features that best indicate the differences between observed samples and a reference model; by minimizing the false negative rate. These features are constructed via Stein's method; meaning that it is not necessary to compute the normalising constant of the model. We analyse the asymptotic Bahadur efficiency of the new test; and prove that under a mean-shift alternative; our test always has greater relative efficiency than a previous linear-time kernel test; regardless of the choice of parameters for that test. In experiments; the performance of our method exceeds that of the earlier linear-time test; and matches or exceeds the power of a quadratic-time kernel test. In high dimensions and where model structure may be exploited; our goodness of fit test performs far better than a quadratic-time two-sample test based on the Maximum Mean Discrepancy; with samples drawn from the model.,https://papers.nips.cc/paper/6630-a-linear-time-kernel-goodness-of-fit-test/bibtex,Wittawat Jitkrittum; Wenkai Xu; Zoltan Szabo; Kenji Fukumizu; Arthur Gretton
2017,Structured Embedding Models for Grouped Data,Poster,https://papers.nips.cc/paper/6629-structured-embedding-models-for-grouped-data.pdf,https://papers.nips.cc/paper/6629-structured-embedding-models-for-grouped-data,Word embeddings are a powerful approach for analyzing language; and exponential family embeddings (EFE) extend them to other types of data. Here we develop structured exponential family embeddings (S-EFE); a method for discovering embeddings that vary across related groups of data. We study how the word usage of U.S. Congressional speeches varies across states and party affiliation; how words are used differently across sections of the ArXiv; and how the co-purchase patterns of groceries can vary across seasons. Key to the success of our method is that the groups share statistical information. We develop two sharing strategies: hierarchical modeling and amortization. We demonstrate the benefits of this approach in empirical studies of speeches; abstracts; and shopping baskets. We show how SEFE enables group-specific interpretation of word usage; and outperforms EFE in predicting held-out data.,https://papers.nips.cc/paper/6629-structured-embedding-models-for-grouped-data/bibtex,Maja Rudolph; Francisco Ruiz; Susan Athey; David Blei
2017,ELF: An Extensive; Lightweight and Flexible Research Platform for Real-time Strategy Games,Oral,https://papers.nips.cc/paper/6859-elf-an-extensive-lightweight-and-flexible-research-platform-for-real-time-strategy-games.pdf,https://papers.nips.cc/paper/6859-elf-an-extensive-lightweight-and-flexible-research-platform-for-real-time-strategy-games,In this paper; we propose ELF; an Extensive; Lightweight and Flexible platform for fundamental reinforcement learning research. Using ELF; we implement a highly customizable real-time strategy (RTS) engine with three game environments (Mini-RTS; Capture the Flag and Tower Defense). Mini-RTS; as a miniature version of StarCraft; captures key game dynamics and runs at 165K frame-per-second (FPS) on a laptop. When coupled with modern reinforcement learning methods; the system can train a full-game bot against built-in AIs end-to-end in one day with 6 CPUs and 1 GPU. In addition; our platform is flexible in terms of environment-agent communication topologies; choices of RL methods; changes in game parameters; and can host existing C/C++-based game environments like ALE. Using ELF; we thoroughly explore training parameters and show that a network with Leaky ReLU and Batch Normalization coupled with long-horizon training and progressive curriculum beats the rule-based built-in AI more than 70% of the time in the full game of Mini-RTS. Strong performance is also achieved on the other two games. In game replays; we show our agents learn interesting strategies. ELF; along with its RL platform; is open-sourced at https://github.com/facebookresearch/ELF.,https://papers.nips.cc/paper/6859-elf-an-extensive-lightweight-and-flexible-research-platform-for-real-time-strategy-games/bibtex,Yuandong Tian; Qucheng Gong; Wenling Shang; Yuxin Wu; C. Lawrence Zitnick
2017,Modulating early visual processing by language,Poster,https://papers.nips.cc/paper/7237-modulating-early-visual-processing-by-language.pdf,https://papers.nips.cc/paper/7237-modulating-early-visual-processing-by-language,It is commonly assumed that language refers to high-level visual concepts while leaving low-level visual processing unaffected. This view dominates the current literature in computational models for language-vision tasks; where visual and linguistic inputs are mostly processed independently before being fused into a single representation. In this paper; we deviate from this classic pipeline and propose to modulate the \emph{entire visual processing} by a linguistic input. Specifically; we introduce Conditional Batch Normalization (CBN) as an efficient mechanism to modulate convolutional feature maps by a linguistic embedding. We apply CBN to a pre-trained Residual Network (ResNet); leading to the MODulatEd ResNet (\MRN) architecture; and show that this significantly improves strong baselines on two visual question answering tasks. Our ablation study confirms that modulating from the early stages of the visual processing is beneficial.,https://papers.nips.cc/paper/7237-modulating-early-visual-processing-by-language/bibtex,Harm de Vries; Florian Strub; Jeremie Mary; Hugo Larochelle; Olivier Pietquin; Aaron C. Courville
2017,On Frank-Wolfe and Equilibrium Computation,Poster,https://papers.nips.cc/paper/7236-on-frank-wolfe-and-equilibrium-computation.pdf,https://papers.nips.cc/paper/7236-on-frank-wolfe-and-equilibrium-computation,We consider the Frank-Wolfe (FW) method for constrained convex optimization; and we show that this classical technique can be interpreted from a different perspective: FW emerges as the computation of an equilibrium (saddle point) of a special convex-concave zero sum game. This saddle-point trick relies on the existence of no-regret online learning to both generate a sequence of iterates but also to provide a proof of convergence through vanishing regret. We show that our stated equivalence has several nice properties; as it exhibits a modularity that gives rise to various old and new algorithms. We explore a few such resulting methods; and provide experimental results to demonstrate correctness and efficiency.,https://papers.nips.cc/paper/7236-on-frank-wolfe-and-equilibrium-computation/bibtex,Jacob D. Abernethy; Jun-Kun Wang
2016,Optimal spectral transportation with application to music transcription,Poster,https://papers.nips.cc/paper/6479-optimal-spectral-transportation-with-application-to-music-transcription.pdf,https://papers.nips.cc/paper/6479-optimal-spectral-transportation-with-application-to-music-transcription,Many spectral unmixing methods rely on the non-negative decomposition of spectral data onto a dictionary of spectral templates. In particular; state-of-the-art music transcription systems decompose the spectrogram of the input signal onto a dictionary of representative note spectra. The typical measures of fit used to quantify the adequacy of the decomposition compare the data and template entries frequency-wise. As such; small displacements of energy from a frequency bin to another as well as variations of timber can disproportionally harm the fit. We address these issues by means of optimal transportation and propose a new measure of fit that treats the frequency distributions of energy holistically as opposed to frequency-wise. Building on the harmonic nature of sound; the new measure is invariant to shifts of energy to harmonically-related frequencies; as well as to small and local displacements of energy. Equipped with this new measure of fit; the dictionary of note templates can be considerably simplified to a set of Dirac vectors located at the target fundamental frequencies (musical pitch values). This in turns gives ground to a very fast and simple decomposition algorithm that achieves state-of-the-art performance on real musical data.,https://papers.nips.cc/paper/6479-optimal-spectral-transportation-with-application-to-music-transcription/bibtex,R?mi Flamary; C?dric F?votte; Nicolas Courty; Valentin Emiya
2016,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks,Poster,https://papers.nips.cc/paper/6138-automatic-neuron-detection-in-calcium-imaging-data-using-convolutional-networks.pdf,https://papers.nips.cc/paper/6138-automatic-neuron-detection-in-calcium-imaging-data-using-convolutional-networks,Calcium imaging is an important technique for monitoring the activity of thousands of neurons simultaneously. As calcium imaging datasets grow in size; automated detection of individual neurons is becoming important. Here we apply a supervised learning approach to this problem and show that convolutional networks can achieve near-human accuracy and superhuman speed. Accuracy is superior to the popular PCA/ICA method based on precision and recall relative to ground truth annotation by a human expert. These results suggest that convolutional networks are an efficient and flexible tool for the analysis of large-scale calcium imaging data.,https://papers.nips.cc/paper/6138-automatic-neuron-detection-in-calcium-imaging-data-using-convolutional-networks/bibtex,Noah Apthorpe; Alexander Riordan; Robert Aguilar; Jan Homann; Yi Gu; David Tank; H. Sebastian Seung
2016,Flexible Models for Microclustering with Application to Entity Resolution,Poster,https://papers.nips.cc/paper/6334-flexible-models-for-microclustering-with-application-to-entity-resolution.pdf,https://papers.nips.cc/paper/6334-flexible-models-for-microclustering-with-application-to-entity-resolution,Most generative models for clustering implicitly assume that the number of data points in each cluster grows linearly with the total number of data points. Finite mixture models; Dirichlet process mixture models; and Pitman--Yor process mixture models make this assumption; as do all other infinitely exchangeable clustering models. However; for some applications; this assumption is inappropriate. For example; when performing entity resolution; the size of each cluster should be unrelated to the size of the data set; and each cluster should contain a negligible fraction of the total number of data points. These applications require models that yield clusters whose sizes grow sublinearly with the size of the data set. We address this requirement by defining the microclustering property and introducing a new class of models that can exhibit this property. We compare models within this class to two commonly used clustering models using four entity-resolution data sets.,https://papers.nips.cc/paper/6334-flexible-models-for-microclustering-with-application-to-entity-resolution/bibtex,Brenda Betancourt; Giacomo Zanella; Jeffrey W. Miller; Hanna Wallach; Abbas Zaidi; Rebecca C. Steorts
2016,A Probabilistic Model of Social Decision Making based on Reward Maximization,Poster,https://papers.nips.cc/paper/6537-a-probabilistic-model-of-social-decision-making-based-on-reward-maximization.pdf,https://papers.nips.cc/paper/6537-a-probabilistic-model-of-social-decision-making-based-on-reward-maximization,A fundamental problem in cognitive neuroscience is how humans make decisions; act; and behave in relation to other humans. Here we adopt the hypothesis that when we are in an interactive social setting; our brains perform Bayesian inference of the intentions and cooperativeness of others using probabilistic representations. We employ the framework of partially observable Markov decision processes (POMDPs) to model human decision making in a social context; focusing specifically on the volunteer's dilemma in a version of the classic Public Goods Game. We show that the POMDP model explains both the behavior of subjects as well as neural activity recorded using fMRI during the game. The decisions of subjects can be modeled across all trials using two interpretable parameters. Furthermore; the expected reward predicted by the model for each subject was correlated with the activation of brain areas related to reward expectation in social interactions. Our results suggest a probabilistic basis for human social decision making within the framework of expected reward maximization.,https://papers.nips.cc/paper/6537-a-probabilistic-model-of-social-decision-making-based-on-reward-maximization/bibtex,Koosha Khalvati; Seongmin A. Park; Jean-Claude Dreher; Rajesh P. Rao
2016,Learning Additive Exponential Family Graphical Models via \ell_{2;1}-norm Regularized M-Estimation,Poster,https://papers.nips.cc/paper/6106-learning-additive-exponential-family-graphical-models-via-ell_21-norm-regularized-m-estimation.pdf,https://papers.nips.cc/paper/6106-learning-additive-exponential-family-graphical-models-via-ell_21-norm-regularized-m-estimation,We investigate a subclass of exponential family graphical models of which the sufficient statistics are defined by arbitrary additive forms. We propose two $\ell_{2;1}$-norm regularized maximum likelihood estimators to learn the model parameters from i.i.d. samples. The first one is a joint MLE estimator which estimates all the parameters simultaneously. The second one is a node-wise conditional MLE estimator which estimates the parameters for each node individually. For both estimators; statistical analysis shows that under mild conditions the extra flexibility gained by the additive exponential family models comes at almost no cost of statistical efficiency. A Monte-Carlo approximation method is developed to efficiently optimize the proposed estimators. The advantages of our estimators over Gaussian graphical models and Nonparanormal estimators are demonstrated on synthetic and real data sets.,https://papers.nips.cc/paper/6106-learning-additive-exponential-family-graphical-models-via-ell_21-norm-regularized-m-estimation/bibtex,Xiaotong Yuan; Ping Li; Tong Zhang; Qingshan Liu; Guangcan Liu
2016,Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions,Poster,https://papers.nips.cc/paper/6480-coevolutionary-latent-feature-processes-for-continuous-time-user-item-interactions.pdf,https://papers.nips.cc/paper/6480-coevolutionary-latent-feature-processes-for-continuous-time-user-item-interactions,Matching users to the right items at the right time is a fundamental task in recommendation systems. As users interact with different items over time; users' and items' feature may evolve and co-evolve over time. Traditional models based on static latent features or discretizing time into epochs can become ineffective for capturing the fine-grained temporal dynamics in the user-item interactions. We propose a coevolutionary latent feature process model that accurately captures the coevolving nature of users' and items' feature. To learn parameters; we design an efficient convex optimization algorithm with a novel low rank space sharing constraints. Extensive experiments on diverse real-world datasets demonstrate significant improvements in user behavior prediction compared to state-of-the-arts.,https://papers.nips.cc/paper/6480-coevolutionary-latent-feature-processes-for-continuous-time-user-item-interactions/bibtex,Yichen Wang; Nan Du; Rakshit Trivedi; Le Song
2016,Computing and maximizing influence in linear threshold and triggering models,Poster,https://papers.nips.cc/paper/6347-computing-and-maximizing-influence-in-linear-threshold-and-triggering-models.pdf,https://papers.nips.cc/paper/6347-computing-and-maximizing-influence-in-linear-threshold-and-triggering-models,We establish upper and lower bounds for the influence of a set of nodes in certain types of contagion models. We derive two sets of bounds; the first designed for linear threshold models; and the second more broadly applicable to a general class of triggering models; which subsumes the popular independent cascade models; as well. We quantify the gap between our upper and lower bounds in the case of the linear threshold model and illustrate the gains of our upper bounds for independent cascade models in relation to existing results. Importantly; our lower bounds are monotonic and submodular; implying that a greedy algorithm for influence maximization is guaranteed to produce a maximizer within a (1 - 1/e)-factor of the truth. Although the problem of exact influence computation is NP-hard in general; our bounds may be evaluated efficiently. This leads to an attractive; highly scalable algorithm for influence maximization with rigorous theoretical guarantees.,https://papers.nips.cc/paper/6347-computing-and-maximizing-influence-in-linear-threshold-and-triggering-models/bibtex,Justin T. Khim; Varun Jog; Po-Ling Loh
2016,Learning in Games: Robustness of Fast Convergence,Poster,https://papers.nips.cc/paper/6133-learning-in-games-robustness-of-fast-convergence.pdf,https://papers.nips.cc/paper/6133-learning-in-games-robustness-of-fast-convergence,We show that learning algorithms satisfying a low approximate regret property experience fast convergence to approximate optimality in a large class of repeated games. Our property; which simply requires that each learner has small regret compared to a (1+eps)-multiplicative approximation to the best action in hindsight; is ubiquitous among learning algorithms; it is satisfied even by the vanilla Hedge forecaster. Our results improve upon recent work of Syrgkanis et al. in a number of ways. We require only that players observe payoffs under other players' realized actions; as opposed to expected payoffs. We further show that convergence occurs with high probability; and show convergence under bandit feedback. Finally; we improve upon the speed of convergence by a factor of n; the number of players. Both the scope of settings and the class of algorithms for which our analysis provides fast convergence are considerably broader than in previous work. Our framework applies to dynamic population games via a low approximate regret property for shifting experts. Here we strengthen the results of Lykouris et al. in two ways: We allow players to select learning algorithms from a larger class; which includes a minor variant of the basic Hedge algorithm; and we increase the maximum churn in players for which approximate optimality is achieved. In the bandit setting we present a new algorithm which provides a "small loss"-type bound with improved dependence on the number of actions in utility settings; and is both simple and efficient. This result may be of independent interest.,https://papers.nips.cc/paper/6133-learning-in-games-robustness-of-fast-convergence/bibtex,Dylan J. Foster; Zhiyuan Li; Thodoris Lykouris; Karthik Sridharan; Eva Tardos
